window_size,entry_threshold,exit_threshold,position_limit,order_size,total_pnl,total_trades
10,3.0,0.6,30,5,32.5,2
10,3.0,0.6,30,7,45.5,2
10,3.0,0.6,30,10,65.0,2
10,3.0,0.7,10,3,19.5,2
10,3.0,0.7,10,5,32.5,2
10,3.0,0.7,10,7,45.5,2
10,3.0,0.7,10,10,65.0,2
10,3.0,0.7,15,3,19.5,2
10,3.0,0.7,15,5,32.5,2
10,3.0,0.7,15,7,45.5,2
10,3.0,0.7,15,10,65.0,2
10,3.0,0.7,20,3,19.5,2
10,3.0,0.7,20,5,32.5,2
10,3.0,0.7,20,7,45.5,2
10,3.0,0.7,20,10,65.0,2
10,3.0,0.7,25,3,19.5,2
10,3.0,0.7,25,5,32.5,2
10,3.0,0.7,25,7,45.5,2
10,3.0,0.7,25,10,65.0,2
10,3.0,0.7,30,3,19.5,2
10,3.0,0.7,30,5,32.5,2
10,3.0,0.7,30,7,45.5,2
10,3.0,0.7,30,10,65.0,2
20,1.0,0.3,10,3,8226.0,4683
20,1.0,0.3,10,5,13710.0,4683
20,1.0,0.3,10,7,19194.0,4683
20,1.0,0.3,10,10,27420.0,4683
20,1.0,0.3,15,3,8226.0,4683
20,1.0,0.3,15,5,13710.0,4683
20,1.0,0.3,15,7,19194.0,4683
20,1.0,0.3,15,10,27420.0,4683
20,1.0,0.3,20,3,8226.0,4683
20,1.0,0.3,20,5,13710.0,4683
20,1.0,0.3,20,7,19194.0,4683
20,1.0,0.3,20,10,27420.0,4683
20,1.0,0.3,25,3,8226.0,4683
20,1.0,0.3,25,5,13710.0,4683
20,1.0,0.3,25,7,19194.0,4683
20,1.0,0.3,25,10,27420.0,4683
20,1.0,0.3,30,3,8226.0,4683
20,1.0,0.3,30,5,13710.0,4683
20,1.0,0.3,30,7,19194.0,4683
20,1.0,0.3,30,10,27420.0,4683
20,1.0,0.4,10,3,8823.0,4969
20,1.0,0.4,10,5,14705.0,4969
20,1.0,0.4,10,7,20587.0,4969
20,1.0,0.4,10,10,29410.0,4969
20,1.0,0.4,15,3,8823.0,4969
20,1.0,0.4,15,5,14705.0,4969
20,1.0,0.4,15,7,20587.0,4969
20,1.0,0.4,15,10,29410.0,4969
20,1.0,0.4,20,3,8823.0,4969
20,1.0,0.4,20,5,14705.0,4969
20,1.0,0.4,20,7,20587.0,4969
20,1.0,0.4,20,10,29410.0,4969
20,1.0,0.4,25,3,8823.0,4969
20,1.0,0.4,25,5,14705.0,4969
20,1.0,0.4,25,7,20587.0,4969
20,1.0,0.4,25,10,29410.0,4969
20,1.0,0.4,30,3,8823.0,4969
20,1.0,0.4,30,5,14705.0,4969
20,1.0,0.4,30,7,20587.0,4969
20,1.0,0.4,30,10,29410.0,4969
20,1.0,0.5,10,3,9412.5,5275
20,1.0,0.5,10,5,15687.5,5275
20,1.0,0.5,10,7,21962.5,5275
20,1.0,0.5,10,10,31375.0,5275
20,1.0,0.5,15,3,9412.5,5275
20,1.0,0.5,15,5,15687.5,5275
20,1.0,0.5,15,7,21962.5,5275
20,1.0,0.5,15,10,31375.0,5275
20,1.0,0.5,20,3,9412.5,5275
20,1.0,0.5,20,5,15687.5,5275
20,1.0,0.5,20,7,21962.5,5275
20,1.0,0.5,20,10,31375.0,5275
20,1.0,0.5,25,3,9412.5,5275
20,1.0,0.5,25,5,15687.5,5275
20,1.0,0.5,25,7,21962.5,5275
20,1.0,0.5,25,10,31375.0,5275
20,1.0,0.5,30,3,9412.5,5275
20,1.0,0.5,30,5,15687.5,5275
20,1.0,0.5,30,7,21962.5,5275
20,1.0,0.5,30,10,31375.0,5275
20,1.0,0.6,10,3,9583.5,5503
20,1.0,0.6,10,5,15972.5,5503
20,1.0,0.6,10,7,22361.5,5503
20,1.0,0.6,10,10,31945.0,5503
20,1.0,0.6,15,3,9583.5,5503
20,1.0,0.6,15,5,15972.5,5503
20,1.0,0.6,15,7,22361.5,5503
20,1.0,0.6,15,10,31945.0,5503
20,1.0,0.6,20,3,9583.5,5503
20,1.0,0.6,20,5,15972.5,5503
20,1.0,0.6,20,7,22361.5,5503
20,1.0,0.6,20,10,31945.0,5503
20,1.0,0.6,25,3,9583.5,5503
20,1.0,0.6,25,5,15972.5,5503
20,1.0,0.6,25,7,22361.5,5503
20,1.0,0.6,25,10,31945.0,5503
20,1.0,0.6,30,3,9583.5,5503
20,1.0,0.6,30,5,15972.5,5503
20,1.0,0.6,30,7,22361.5,5503
20,1.0,0.6,30,10,31945.0,5503
20,1.0,0.7,10,3,9661.5,5637
20,1.0,0.7,10,5,16102.5,5637
