window_size,entry_threshold,exit_threshold,position_limit,order_size,total_pnl,total_trades
10,3.0,0.6,30,3,15655.5,3192
10,3.0,0.6,30,5,26092.5,3192
10,3.0,0.6,30,7,36529.5,3192
10,3.0,0.6,30,10,52185.0,3192
10,3.0,0.7,10,3,16000.5,3258
10,3.0,0.7,10,5,26667.5,3258
10,3.0,0.7,10,7,37334.5,3258
10,3.0,0.7,10,10,53335.0,3258
10,3.0,0.7,15,3,16000.5,3258
10,3.0,0.7,15,5,26667.5,3258
10,3.0,0.7,15,7,37334.5,3258
10,3.0,0.7,15,10,53335.0,3258
10,3.0,0.7,20,3,16000.5,3258
10,3.0,0.7,20,5,26667.5,3258
10,3.0,0.7,20,7,37334.5,3258
10,3.0,0.7,20,10,53335.0,3258
10,3.0,0.7,25,3,16000.5,3258
10,3.0,0.7,25,5,26667.5,3258
10,3.0,0.7,25,7,37334.5,3258
10,3.0,0.7,25,10,53335.0,3258
10,3.0,0.7,30,3,16000.5,3258
10,3.0,0.7,30,5,26667.5,3258
10,3.0,0.7,30,7,37334.5,3258
10,3.0,0.7,30,10,53335.0,3258
20,1.0,0.3,10,3,30228.0,9196
20,1.0,0.3,10,5,50380.0,9196
20,1.0,0.3,10,7,70532.0,9196
20,1.0,0.3,10,10,100760.0,9196
20,1.0,0.3,15,3,30228.0,9196
20,1.0,0.3,15,5,50380.0,9196
20,1.0,0.3,15,7,70532.0,9196
20,1.0,0.3,15,10,100760.0,9196
20,1.0,0.3,20,3,30228.0,9196
20,1.0,0.3,20,5,50380.0,9196
20,1.0,0.3,20,7,70532.0,9196
20,1.0,0.3,20,10,100760.0,9196
20,1.0,0.3,25,3,30228.0,9196
20,1.0,0.3,25,5,50380.0,9196
20,1.0,0.3,25,7,70532.0,9196
20,1.0,0.3,25,10,100760.0,9196
20,1.0,0.3,30,3,30228.0,9196
20,1.0,0.3,30,5,50380.0,9196
20,1.0,0.3,30,7,70532.0,9196
20,1.0,0.3,30,10,100760.0,9196
20,1.0,0.4,10,3,35983.5,10994
20,1.0,0.4,10,5,59972.5,10994
20,1.0,0.4,10,7,83961.5,10994
20,1.0,0.4,10,10,119945.0,10994
20,1.0,0.4,15,3,35983.5,10994
20,1.0,0.4,15,5,59972.5,10994
20,1.0,0.4,15,7,83961.5,10994
20,1.0,0.4,15,10,119945.0,10994
20,1.0,0.4,20,3,35983.5,10994
20,1.0,0.4,20,5,59972.5,10994
20,1.0,0.4,20,7,83961.5,10994
20,1.0,0.4,20,10,119945.0,10994
20,1.0,0.4,25,3,35983.5,10994
20,1.0,0.4,25,5,59972.5,10994
20,1.0,0.4,25,7,83961.5,10994
20,1.0,0.4,25,10,119945.0,10994
20,1.0,0.4,30,3,35983.5,10994
20,1.0,0.4,30,5,59972.5,10994
20,1.0,0.4,30,7,83961.5,10994
20,1.0,0.4,30,10,119945.0,10994
20,1.0,0.5,10,3,38530.5,11816
20,1.0,0.5,10,5,64217.5,11816
20,1.0,0.5,10,7,89904.5,11816
20,1.0,0.5,10,10,128435.0,11816
20,1.0,0.5,15,3,38530.5,11816
20,1.0,0.5,15,5,64217.5,11816
20,1.0,0.5,15,7,89904.5,11816
20,1.0,0.5,15,10,128435.0,11816
20,1.0,0.5,20,3,38530.5,11816
20,1.0,0.5,20,5,64217.5,11816
20,1.0,0.5,20,7,89904.5,11816
20,1.0,0.5,20,10,128435.0,11816
20,1.0,0.5,25,3,38530.5,11816
20,1.0,0.5,25,5,64217.5,11816
20,1.0,0.5,25,7,89904.5,11816
20,1.0,0.5,25,10,128435.0,11816
20,1.0,0.5,30,3,38530.5,11816
20,1.0,0.5,30,5,64217.5,11816
20,1.0,0.5,30,7,89904.5,11816
20,1.0,0.5,30,10,128435.0,11816
20,1.0,0.6,10,3,40761.0,12474
20,1.0,0.6,10,5,67935.0,12474
20,1.0,0.6,10,7,95109.0,12474
20,1.0,0.6,10,10,135870.0,12474
20,1.0,0.6,15,3,40761.0,12474
20,1.0,0.6,15,5,67935.0,12474
20,1.0,0.6,15,7,95109.0,12474
20,1.0,0.6,15,10,135870.0,12474
20,1.0,0.6,20,3,40761.0,12474
20,1.0,0.6,20,5,67935.0,12474
20,1.0,0.6,20,7,95109.0,12474
20,1.0,0.6,20,10,135870.0,12474
20,1.0,0.6,25,3,40761.0,12474
20,1.0,0.6,25,5,67935.0,12474
20,1.0,0.6,25,7,95109.0,12474
20,1.0,0.6,25,10,135870.0,12474
20,1.0,0.6,30,3,40761.0,12474
20,1.0,0.6,30,5,67935.0,12474
20,1.0,0.6,30,7,95109.0,12474
20,1.0,0.6,30,10,135870.0,12474
20,1.0,0.7,10,3,42072.0,12862
20,1.0,0.7,10,5,70120.0,12862
20,1.0,0.7,10,7,98168.0,12862
20,1.0,0.7,10,10,140240.0,12862
20,1.0,0.7,15,3,42072.0,12862
20,1.0,0.7,15,5,70120.0,12862
20,1.0,0.7,15,7,98168.0,12862
20,1.0,0.7,15,10,140240.0,12862
20,1.0,0.7,20,3,42072.0,12862
20,1.0,0.7,20,5,70120.0,12862
20,1.0,0.7,20,7,98168.0,12862
20,1.0,0.7,20,10,140240.0,12862
20,1.0,0.7,25,3,42072.0,12862
20,1.0,0.7,25,5,70120.0,12862
20,1.0,0.7,25,7,98168.0,12862
20,1.0,0.7,25,10,140240.0,12862
20,1.0,0.7,30,3,42072.0,12862
20,1.0,0.7,30,5,70120.0,12862
20,1.0,0.7,30,7,98168.0,12862
20,1.0,0.7,30,10,140240.0,12862
20,1.5,0.3,10,3,29376.0,7162
20,1.5,0.3,10,5,48960.0,7162
20,1.5,0.3,10,7,68544.0,7162
20,1.5,0.3,10,10,97920.0,7162
20,1.5,0.3,15,3,29376.0,7162
20,1.5,0.3,15,5,48960.0,7162
20,1.5,0.3,15,7,68544.0,7162
20,1.5,0.3,15,10,97920.0,7162
20,1.5,0.3,20,3,29376.0,7162
20,1.5,0.3,20,5,48960.0,7162
20,1.5,0.3,20,7,68544.0,7162
20,1.5,0.3,20,10,97920.0,7162
20,1.5,0.3,25,3,29376.0,7162
20,1.5,0.3,25,5,48960.0,7162
20,1.5,0.3,25,7,68544.0,7162
20,1.5,0.3,25,10,97920.0,7162
20,1.5,0.3,30,3,29376.0,7162
20,1.5,0.3,30,5,48960.0,7162
20,1.5,0.3,30,7,68544.0,7162
20,1.5,0.3,30,10,97920.0,7162
20,1.5,0.4,10,3,34443.0,8456
20,1.5,0.4,10,5,57405.0,8456
20,1.5,0.4,10,7,80367.0,8456
20,1.5,0.4,10,10,114810.0,8456
20,1.5,0.4,15,3,34443.0,8456
20,1.5,0.4,15,5,57405.0,8456
20,1.5,0.4,15,7,80367.0,8456
