imbalance_threshold,take_profit,stop_loss,position_limit,order_size,total_pnl,total_trades
0.3,2.0,0.5,30,5,307.5,90
0.3,2.0,0.5,30,7,430.5,90
0.3,2.0,0.5,30,10,615.0,90
0.3,2.0,1.0,10,3,177.0,90
0.3,2.0,1.0,10,5,295.0,90
0.3,2.0,1.0,10,7,413.0,90
0.3,2.0,1.0,10,10,590.0,90
0.3,2.0,1.0,15,3,177.0,90
0.3,2.0,1.0,15,5,295.0,90
0.3,2.0,1.0,15,7,413.0,90
0.3,2.0,1.0,15,10,590.0,90
0.3,2.0,1.0,20,3,177.0,90
0.3,2.0,1.0,20,5,295.0,90
0.3,2.0,1.0,20,7,413.0,90
0.3,2.0,1.0,20,10,590.0,90
0.3,2.0,1.0,25,3,177.0,90
0.3,2.0,1.0,25,5,295.0,90
0.3,2.0,1.0,25,7,413.0,90
0.3,2.0,1.0,25,10,590.0,90
0.3,2.0,1.0,30,3,177.0,90
0.3,2.0,1.0,30,5,295.0,90
0.3,2.0,1.0,30,7,413.0,90
0.3,2.0,1.0,30,10,590.0,90
0.3,2.0,1.5,10,3,160.5,90
0.3,2.0,1.5,10,5,267.5,90
0.3,2.0,1.5,10,7,374.5,90
0.3,2.0,1.5,10,10,535.0,90
0.3,2.0,1.5,15,3,160.5,90
0.3,2.0,1.5,15,5,267.5,90
0.3,2.0,1.5,15,7,374.5,90
0.3,2.0,1.5,15,10,535.0,90
0.3,2.0,1.5,20,3,160.5,90
0.3,2.0,1.5,20,5,267.5,90
0.3,2.0,1.5,20,7,374.5,90
0.3,2.0,1.5,20,10,535.0,90
0.3,2.0,1.5,25,3,160.5,90
0.3,2.0,1.5,25,5,267.5,90
0.3,2.0,1.5,25,7,374.5,90
0.3,2.0,1.5,25,10,535.0,90
0.3,2.0,1.5,30,3,160.5,90
0.3,2.0,1.5,30,5,267.5,90
0.3,2.0,1.5,30,7,374.5,90
0.3,2.0,1.5,30,10,535.0,90
0.3,2.0,2.0,10,3,169.5,90
0.3,2.0,2.0,10,5,282.5,90
0.3,2.0,2.0,10,7,395.5,90
0.3,2.0,2.0,10,10,565.0,90
0.3,2.0,2.0,15,3,169.5,90
0.3,2.0,2.0,15,5,282.5,90
0.3,2.0,2.0,15,7,395.5,90
0.3,2.0,2.0,15,10,565.0,90
0.3,2.0,2.0,20,3,169.5,90
0.3,2.0,2.0,20,5,282.5,90
0.3,2.0,2.0,20,7,395.5,90
0.3,2.0,2.0,20,10,565.0,90
0.3,2.0,2.0,25,3,169.5,90
0.3,2.0,2.0,25,5,282.5,90
0.3,2.0,2.0,25,7,395.5,90
0.3,2.0,2.0,25,10,565.0,90
0.3,2.0,2.0,30,3,169.5,90
0.3,2.0,2.0,30,5,282.5,90
0.3,2.0,2.0,30,7,395.5,90
0.3,2.0,2.0,30,10,565.0,90
0.3,2.0,2.5,10,3,150.0,90
0.3,2.0,2.5,10,5,250.0,90
0.3,2.0,2.5,10,7,350.0,90
0.3,2.0,2.5,10,10,500.0,90
0.3,2.0,2.5,15,3,150.0,90
0.3,2.0,2.5,15,5,250.0,90
0.3,2.0,2.5,15,7,350.0,90
0.3,2.0,2.5,15,10,500.0,90
0.3,2.0,2.5,20,3,150.0,90
0.3,2.0,2.5,20,5,250.0,90
0.3,2.0,2.5,20,7,350.0,90
0.3,2.0,2.5,20,10,500.0,90
0.3,2.0,2.5,25,3,150.0,90
0.3,2.0,2.5,25,5,250.0,90
0.3,2.0,2.5,25,7,350.0,90
0.3,2.0,2.5,25,10,500.0,90
0.3,2.0,2.5,30,3,150.0,90
0.3,2.0,2.5,30,5,250.0,90
0.3,2.0,2.5,30,7,350.0,90
0.3,2.0,2.5,30,10,500.0,90
0.3,3.0,0.5,10,3,150.0,90
0.3,3.0,0.5,10,5,250.0,90
0.3,3.0,0.5,10,7,350.0,90
0.3,3.0,0.5,10,10,500.0,90
0.3,3.0,0.5,15,3,150.0,90
0.3,3.0,0.5,15,5,250.0,90
0.3,3.0,0.5,15,7,350.0,90
0.3,3.0,0.5,15,10,500.0,90
0.3,3.0,0.5,20,3,150.0,90
0.3,3.0,0.5,20,5,250.0,90
0.3,3.0,0.5,20,7,350.0,90
0.3,3.0,0.5,20,10,500.0,90
0.3,3.0,0.5,25,3,150.0,90
0.3,3.0,0.5,25,5,250.0,90
0.3,3.0,0.5,25,7,350.0,90
0.3,3.0,0.5,25,10,500.0,90
0.3,3.0,0.5,30,3,150.0,90
0.3,3.0,0.5,30,5,250.0,90
0.3,3.0,0.5,30,7,350.0,90
0.3,3.0,0.5,30,10,500.0,90
0.3,3.0,1.0,10,3,127.5,90
0.3,3.0,1.0,10,5,212.5,90
0.3,3.0,1.0,10,7,297.5,90
0.3,3.0,1.0,10,10,425.0,90
0.3,3.0,1.0,15,3,127.5,90
0.3,3.0,1.0,15,5,212.5,90
0.3,3.0,1.0,15,7,297.5,90
0.3,3.0,1.0,15,10,425.0,90
0.3,3.0,1.0,20,3,127.5,90
0.3,3.0,1.0,20,5,212.5,90
0.3,3.0,1.0,20,7,297.5,90
0.3,3.0,1.0,20,10,425.0,90
0.3,3.0,1.0,25,3,127.5,90
0.3,3.0,1.0,25,5,212.5,90
0.3,3.0,1.0,25,7,297.5,90
0.3,3.0,1.0,25,10,425.0,90
0.3,3.0,1.0,30,3,127.5,90
0.3,3.0,1.0,30,5,212.5,90
0.3,3.0,1.0,30,7,297.5,90
0.3,3.0,1.0,30,10,425.0,90
0.3,3.0,1.5,10,3,102.0,90
0.3,3.0,1.5,10,5,170.0,90
0.3,3.0,1.5,10,7,238.0,90
0.3,3.0,1.5,10,10,340.0,90
0.3,3.0,1.5,15,3,102.0,90
0.3,3.0,1.5,15,5,170.0,90
0.3,3.0,1.5,15,7,238.0,90
0.3,3.0,1.5,15,10,340.0,90
0.3,3.0,1.5,20,3,102.0,90
0.3,3.0,1.5,20,5,170.0,90
0.3,3.0,1.5,20,7,238.0,90
0.3,3.0,1.5,20,10,340.0,90
0.3,3.0,1.5,25,3,102.0,90
0.3,3.0,1.5,25,5,170.0,90
0.3,3.0,1.5,25,7,238.0,90
0.3,3.0,1.5,25,10,340.0,90
0.3,3.0,1.5,30,3,102.0,90
0.3,3.0,1.5,30,5,170.0,90
0.3,3.0,1.5,30,7,238.0,90
0.3,3.0,1.5,30,10,340.0,90
0.3,3.0,2.0,10,3,102.0,90
0.3,3.0,2.0,10,5,170.0,90
0.3,3.0,2.0,10,7,238.0,90
0.3,3.0,2.0,10,10,340.0,90
0.3,3.0,2.0,15,3,102.0,90
0.3,3.0,2.0,15,5,170.0,90
0.3,3.0,2.0,15,7,238.0,90
0.3,3.0,2.0,15,10,340.0,90
0.3,3.0,2.0,20,3,102.0,90
0.3,3.0,2.0,20,5,170.0,90
0.3,3.0,2.0,20,7,238.0,90
0.3,3.0,2.0,20,10,340.0,90
0.3,3.0,2.0,25,3,102.0,90
0.3,3.0,2.0,25,5,170.0,90
0.3,3.0,2.0,25,7,238.0,90
0.3,3.0,2.0,25,10,340.0,90
0.3,3.0,2.0,30,3,102.0,90
0.3,3.0,2.0,30,5,170.0,90
0.3,3.0,2.0,30,7,238.0,90
0.3,3.0,2.0,30,10,340.0,90
0.3,3.0,2.5,10,3,93.0,90
0.3,3.0,2.5,10,5,155.0,90
0.3,3.0,2.5,10,7,217.0,90
0.3,3.0,2.5,10,10,310.0,90
0.3,3.0,2.5,15,3,93.0,90
0.3,3.0,2.5,15,5,155.0,90
0.3,3.0,2.5,15,7,217.0,90
0.3,3.0,2.5,15,10,310.0,90
0.3,3.0,2.5,20,3,93.0,90
0.3,3.0,2.5,20,5,155.0,90
0.3,3.0,2.5,20,7,217.0,90
0.3,3.0,2.5,20,10,310.0,90
0.3,3.0,2.5,25,3,93.0,90
0.3,3.0,2.5,25,5,155.0,90
0.3,3.0,2.5,25,7,217.0,90
0.3,3.0,2.5,25,10,310.0,90
0.3,3.0,2.5,30,3,93.0,90
0.3,3.0,2.5,30,5,155.0,90
0.3,3.0,2.5,30,7,217.0,90
0.3,3.0,2.5,30,10,310.0,90
0.3,4.0,0.5,10,3,147.0,88
0.3,4.0,0.5,10,5,245.0,88
0.3,4.0,0.5,10,7,343.0,88
0.3,4.0,0.5,10,10,490.0,88
0.3,4.0,0.5,15,3,147.0,88
0.3,4.0,0.5,15,5,245.0,88
0.3,4.0,0.5,15,7,343.0,88
0.3,4.0,0.5,15,10,490.0,88
0.3,4.0,0.5,20,3,147.0,88
0.3,4.0,0.5,20,5,245.0,88
0.3,4.0,0.5,20,7,343.0,88
0.3,4.0,0.5,20,10,490.0,88
0.3,4.0,0.5,25,3,147.0,88
0.3,4.0,0.5,25,5,245.0,88
0.3,4.0,0.5,25,7,343.0,88
0.3,4.0,0.5,25,10,490.0,88
0.3,4.0,0.5,30,3,147.0,88
0.3,4.0,0.5,30,5,245.0,88
0.3,4.0,0.5,30,7,343.0,88
0.3,4.0,0.5,30,10,490.0,88
0.3,4.0,1.0,10,3,139.5,88
0.3,4.0,1.0,10,5,232.5,88
0.3,4.0,1.0,10,7,325.5,88
0.3,4.0,1.0,10,10,465.0,88
0.3,4.0,1.0,15,3,139.5,88
0.3,4.0,1.0,15,5,232.5,88
0.3,4.0,1.0,15,7,325.5,88
0.3,4.0,1.0,15,10,465.0,88
0.3,4.0,1.0,20,3,139.5,88
0.3,4.0,1.0,20,5,232.5,88
0.3,4.0,1.0,20,7,325.5,88
0.3,4.0,1.0,20,10,465.0,88
0.3,4.0,1.0,25,3,139.5,88
0.3,4.0,1.0,25,5,232.5,88
0.3,4.0,1.0,25,7,325.5,88
0.3,4.0,1.0,25,10,465.0,88
0.3,4.0,1.0,30,3,139.5,88
0.3,4.0,1.0,30,5,232.5,88
0.3,4.0,1.0,30,7,325.5,88
0.3,4.0,1.0,30,10,465.0,88
0.3,4.0,1.5,10,3,102.0,88
0.3,4.0,1.5,10,5,170.0,88
0.3,4.0,1.5,10,7,238.0,88
0.3,4.0,1.5,10,10,340.0,88
0.3,4.0,1.5,15,3,102.0,88
0.3,4.0,1.5,15,5,170.0,88
0.3,4.0,1.5,15,7,238.0,88
0.3,4.0,1.5,15,10,340.0,88
0.3,4.0,1.5,20,3,102.0,88
0.3,4.0,1.5,20,5,170.0,88
0.3,4.0,1.5,20,7,238.0,88
0.3,4.0,1.5,20,10,340.0,88
0.3,4.0,1.5,25,3,102.0,88
0.3,4.0,1.5,25,5,170.0,88
0.3,4.0,1.5,25,7,238.0,88
0.3,4.0,1.5,25,10,340.0,88
0.3,4.0,1.5,30,3,102.0,88
0.3,4.0,1.5,30,5,170.0,88
0.3,4.0,1.5,30,7,238.0,88
0.3,4.0,1.5,30,10,340.0,88
0.3,4.0,2.0,10,3,64.5,88
0.3,4.0,2.0,10,5,107.5,88
0.3,4.0,2.0,10,7,150.5,88
0.3,4.0,2.0,10,10,215.0,88
0.3,4.0,2.0,15,3,64.5,88
0.3,4.0,2.0,15,5,107.5,88
0.3,4.0,2.0,15,7,150.5,88
0.3,4.0,2.0,15,10,215.0,88
0.3,4.0,2.0,20,3,64.5,88
0.3,4.0,2.0,20,5,107.5,88
0.3,4.0,2.0,20,7,150.5,88
0.3,4.0,2.0,20,10,215.0,88
0.3,4.0,2.0,25,3,64.5,88
0.3,4.0,2.0,25,5,107.5,88
0.3,4.0,2.0,25,7,150.5,88
0.3,4.0,2.0,25,10,215.0,88
0.3,4.0,2.0,30,3,64.5,88
0.3,4.0,2.0,30,5,107.5,88
0.3,4.0,2.0,30,7,150.5,88
0.3,4.0,2.0,30,10,215.0,88
0.3,4.0,2.5,10,3,28.5,86
0.3,4.0,2.5,10,5,47.5,86
0.3,4.0,2.5,10,7,66.5,86
0.3,4.0,2.5,10,10,95.0,86
0.3,4.0,2.5,15,3,28.5,86
0.3,4.0,2.5,15,5,47.5,86
0.3,4.0,2.5,15,7,66.5,86
0.3,4.0,2.5,15,10,95.0,86
0.3,4.0,2.5,20,3,28.5,86
0.3,4.0,2.5,20,5,47.5,86
0.3,4.0,2.5,20,7,66.5,86
0.3,4.0,2.5,20,10,95.0,86
0.3,4.0,2.5,25,3,28.5,86
0.3,4.0,2.5,25,5,47.5,86
0.3,4.0,2.5,25,7,66.5,86
0.3,4.0,2.5,25,10,95.0,86
0.3,4.0,2.5,30,3,28.5,86
0.3,4.0,2.5,30,5,47.5,86
0.3,4.0,2.5,30,7,66.5,86
0.3,4.0,2.5,30,10,95.0,86
0.3,5.0,0.5,10,3,163.5,86
0.3,5.0,0.5,10,5,272.5,86
0.3,5.0,0.5,10,7,381.5,86
0.3,5.0,0.5,10,10,545.0,86
0.3,5.0,0.5,15,3,163.5,86
0.3,5.0,0.5,15,5,272.5,86
0.3,5.0,0.5,15,7,381.5,86
0.3,5.0,0.5,15,10,545.0,86
0.3,5.0,0.5,20,3,163.5,86
0.3,5.0,0.5,20,5,272.5,86
0.3,5.0,0.5,20,7,381.5,86
0.3,5.0,0.5,20,10,545.0,86
0.3,5.0,0.5,25,3,163.5,86
0.3,5.0,0.5,25,5,272.5,86
0.3,5.0,0.5,25,7,381.5,86
0.3,5.0,0.5,25,10,545.0,86
0.3,5.0,0.5,30,3,163.5,86
0.3,5.0,0.5,30,5,272.5,86
0.3,5.0,0.5,30,7,381.5,86
0.3,5.0,0.5,30,10,545.0,86
0.3,5.0,1.0,10,3,199.5,86
0.3,5.0,1.0,10,5,332.5,86
0.3,5.0,1.0,10,7,465.5,86
0.3,5.0,1.0,10,10,665.0,86
0.3,5.0,1.0,15,3,199.5,86
0.3,5.0,1.0,15,5,332.5,86
0.3,5.0,1.0,15,7,465.5,86
0.3,5.0,1.0,15,10,665.0,86
0.3,5.0,1.0,20,3,199.5,86
0.3,5.0,1.0,20,5,332.5,86
0.3,5.0,1.0,20,7,465.5,86
0.3,5.0,1.0,20,10,665.0,86
0.3,5.0,1.0,25,3,199.5,86
0.3,5.0,1.0,25,5,332.5,86
0.3,5.0,1.0,25,7,465.5,86
0.3,5.0,1.0,25,10,665.0,86
0.3,5.0,1.0,30,3,199.5,86
0.3,5.0,1.0,30,5,332.5,86
0.3,5.0,1.0,30,7,465.5,86
0.3,5.0,1.0,30,10,665.0,86
0.3,5.0,1.5,10,3,168.0,86
0.3,5.0,1.5,10,5,280.0,86
0.3,5.0,1.5,10,7,392.0,86
0.3,5.0,1.5,10,10,560.0,86
0.3,5.0,1.5,15,3,168.0,86
0.3,5.0,1.5,15,5,280.0,86
0.3,5.0,1.5,15,7,392.0,86
0.3,5.0,1.5,15,10,560.0,86
0.3,5.0,1.5,20,3,168.0,86
0.3,5.0,1.5,20,5,280.0,86
0.3,5.0,1.5,20,7,392.0,86
0.3,5.0,1.5,20,10,560.0,86
0.3,5.0,1.5,25,3,168.0,86
0.3,5.0,1.5,25,5,280.0,86
0.3,5.0,1.5,25,7,392.0,86
0.3,5.0,1.5,25,10,560.0,86
0.3,5.0,1.5,30,3,168.0,86
0.3,5.0,1.5,30,5,280.0,86
0.3,5.0,1.5,30,7,392.0,86
0.3,5.0,1.5,30,10,560.0,86
0.3,5.0,2.0,10,3,129.0,86
0.3,5.0,2.0,10,5,215.0,86
0.3,5.0,2.0,10,7,301.0,86
0.3,5.0,2.0,10,10,430.0,86
0.3,5.0,2.0,15,3,129.0,86
0.3,5.0,2.0,15,5,215.0,86
0.3,5.0,2.0,15,7,301.0,86
0.3,5.0,2.0,15,10,430.0,86
0.3,5.0,2.0,20,3,129.0,86
0.3,5.0,2.0,20,5,215.0,86
0.3,5.0,2.0,20,7,301.0,86
0.3,5.0,2.0,20,10,430.0,86
0.3,5.0,2.0,25,3,129.0,86
0.3,5.0,2.0,25,5,215.0,86
0.3,5.0,2.0,25,7,301.0,86
0.3,5.0,2.0,25,10,430.0,86
0.3,5.0,2.0,30,3,129.0,86
0.3,5.0,2.0,30,5,215.0,86
0.3,5.0,2.0,30,7,301.0,86
0.3,5.0,2.0,30,10,430.0,86
0.3,5.0,2.5,10,3,96.0,84
0.3,5.0,2.5,10,5,160.0,84
0.3,5.0,2.5,10,7,224.0,84
0.3,5.0,2.5,10,10,320.0,84
0.3,5.0,2.5,15,3,96.0,84
0.3,5.0,2.5,15,5,160.0,84
0.3,5.0,2.5,15,7,224.0,84
0.3,5.0,2.5,15,10,320.0,84
0.3,5.0,2.5,20,3,96.0,84
0.3,5.0,2.5,20,5,160.0,84
0.3,5.0,2.5,20,7,224.0,84
0.3,5.0,2.5,20,10,320.0,84
0.3,5.0,2.5,25,3,96.0,84
0.3,5.0,2.5,25,5,160.0,84
0.3,5.0,2.5,25,7,224.0,84
0.3,5.0,2.5,25,10,320.0,84
0.3,5.0,2.5,30,3,96.0,84
0.3,5.0,2.5,30,5,160.0,84
0.3,5.0,2.5,30,7,224.0,84
0.3,5.0,2.5,30,10,320.0,84
0.4,1.0,0.5,10,3,133.5,58
0.4,1.0,0.5,10,5,222.5,58
0.4,1.0,0.5,10,7,311.5,58
0.4,1.0,0.5,10,10,445.0,58
0.4,1.0,0.5,15,3,133.5,58
0.4,1.0,0.5,15,5,222.5,58
0.4,1.0,0.5,15,7,311.5,58
0.4,1.0,0.5,15,10,445.0,58
0.4,1.0,0.5,20,3,133.5,58
0.4,1.0,0.5,20,5,222.5,58
0.4,1.0,0.5,20,7,311.5,58
0.4,1.0,0.5,20,10,445.0,58
0.4,1.0,0.5,25,3,133.5,58
0.4,1.0,0.5,25,5,222.5,58
0.4,1.0,0.5,25,7,311.5,58
0.4,1.0,0.5,25,10,445.0,58
0.4,1.0,0.5,30,3,133.5,58
0.4,1.0,0.5,30,5,222.5,58
0.4,1.0,0.5,30,7,311.5,58
0.4,1.0,0.5,30,10,445.0,58
0.4,1.0,1.0,10,3,130.5,58
0.4,1.0,1.0,10,5,217.5,58
0.4,1.0,1.0,10,7,304.5,58
0.4,1.0,1.0,10,10,435.0,58
0.4,1.0,1.0,15,3,130.5,58
0.4,1.0,1.0,15,5,217.5,58
0.4,1.0,1.0,15,7,304.5,58
0.4,1.0,1.0,15,10,435.0,58
0.4,1.0,1.0,20,3,130.5,58
0.4,1.0,1.0,20,5,217.5,58
0.4,1.0,1.0,20,7,304.5,58
0.4,1.0,1.0,20,10,435.0,58
0.4,1.0,1.0,25,3,130.5,58
0.4,1.0,1.0,25,5,217.5,58
0.4,1.0,1.0,25,7,304.5,58
0.4,1.0,1.0,25,10,435.0,58
0.4,1.0,1.0,30,3,130.5,58
0.4,1.0,1.0,30,5,217.5,58
0.4,1.0,1.0,30,7,304.5,58
0.4,1.0,1.0,30,10,435.0,58
0.4,1.0,1.5,10,3,118.5,58
0.4,1.0,1.5,10,5,197.5,58
0.4,1.0,1.5,10,7,276.5,58
0.4,1.0,1.5,10,10,395.0,58
0.4,1.0,1.5,15,3,118.5,58
0.4,1.0,1.5,15,5,197.5,58
0.4,1.0,1.5,15,7,276.5,58
0.4,1.0,1.5,15,10,395.0,58
0.4,1.0,1.5,20,3,118.5,58
0.4,1.0,1.5,20,5,197.5,58
0.4,1.0,1.5,20,7,276.5,58
0.4,1.0,1.5,20,10,395.0,58
0.4,1.0,1.5,25,3,118.5,58
0.4,1.0,1.5,25,5,197.5,58
0.4,1.0,1.5,25,7,276.5,58
0.4,1.0,1.5,25,10,395.0,58
0.4,1.0,1.5,30,3,118.5,58
0.4,1.0,1.5,30,5,197.5,58
0.4,1.0,1.5,30,7,276.5,58
0.4,1.0,1.5,30,10,395.0,58
0.4,1.0,2.0,10,3,121.5,58
0.4,1.0,2.0,10,5,202.5,58
0.4,1.0,2.0,10,7,283.5,58
0.4,1.0,2.0,10,10,405.0,58
0.4,1.0,2.0,15,3,121.5,58
0.4,1.0,2.0,15,5,202.5,58
0.4,1.0,2.0,15,7,283.5,58
0.4,1.0,2.0,15,10,405.0,58
0.4,1.0,2.0,20,3,121.5,58
0.4,1.0,2.0,20,5,202.5,58
0.4,1.0,2.0,20,7,283.5,58
0.4,1.0,2.0,20,10,405.0,58
0.4,1.0,2.0,25,3,121.5,58
0.4,1.0,2.0,25,5,202.5,58
0.4,1.0,2.0,25,7,283.5,58
0.4,1.0,2.0,25,10,405.0,58
0.4,1.0,2.0,30,3,121.5,58
0.4,1.0,2.0,30,5,202.5,58
0.4,1.0,2.0,30,7,283.5,58
0.4,1.0,2.0,30,10,405.0,58
0.4,1.0,2.5,10,3,121.5,58
0.4,1.0,2.5,10,5,202.5,58
0.4,1.0,2.5,10,7,283.5,58
0.4,1.0,2.5,10,10,405.0,58
0.4,1.0,2.5,15,3,121.5,58
0.4,1.0,2.5,15,5,202.5,58
0.4,1.0,2.5,15,7,283.5,58
0.4,1.0,2.5,15,10,405.0,58
0.4,1.0,2.5,20,3,121.5,58
0.4,1.0,2.5,20,5,202.5,58
0.4,1.0,2.5,20,7,283.5,58
0.4,1.0,2.5,20,10,405.0,58
0.4,1.0,2.5,25,3,121.5,58
0.4,1.0,2.5,25,5,202.5,58
0.4,1.0,2.5,25,7,283.5,58
0.4,1.0,2.5,25,10,405.0,58
0.4,1.0,2.5,30,3,121.5,58
0.4,1.0,2.5,30,5,202.5,58
0.4,1.0,2.5,30,7,283.5,58
0.4,1.0,2.5,30,10,405.0,58
0.4,2.0,0.5,10,3,156.0,58
0.4,2.0,0.5,10,5,260.0,58
0.4,2.0,0.5,10,7,364.0,58
0.4,2.0,0.5,10,10,520.0,58
0.4,2.0,0.5,15,3,156.0,58
0.4,2.0,0.5,15,5,260.0,58
0.4,2.0,0.5,15,7,364.0,58
0.4,2.0,0.5,15,10,520.0,58
0.4,2.0,0.5,20,3,156.0,58
0.4,2.0,0.5,20,5,260.0,58
0.4,2.0,0.5,20,7,364.0,58
0.4,2.0,0.5,20,10,520.0,58
0.4,2.0,0.5,25,3,156.0,58
0.4,2.0,0.5,25,5,260.0,58
0.4,2.0,0.5,25,7,364.0,58
0.4,2.0,0.5,25,10,520.0,58
0.4,2.0,0.5,30,3,156.0,58
0.4,2.0,0.5,30,5,260.0,58
0.4,2.0,0.5,30,7,364.0,58
0.4,2.0,0.5,30,10,520.0,58
0.4,2.0,1.0,10,3,151.5,58
0.4,2.0,1.0,10,5,252.5,58
0.4,2.0,1.0,10,7,353.5,58
0.4,2.0,1.0,10,10,505.0,58
0.4,2.0,1.0,15,3,151.5,58
0.4,2.0,1.0,15,5,252.5,58
0.4,2.0,1.0,15,7,353.5,58
0.4,2.0,1.0,15,10,505.0,58
0.4,2.0,1.0,20,3,151.5,58
0.4,2.0,1.0,20,5,252.5,58
0.4,2.0,1.0,20,7,353.5,58
0.4,2.0,1.0,20,10,505.0,58
0.4,2.0,1.0,25,3,151.5,58
0.4,2.0,1.0,25,5,252.5,58
0.4,2.0,1.0,25,7,353.5,58
0.4,2.0,1.0,25,10,505.0,58
0.4,2.0,1.0,30,3,151.5,58
0.4,2.0,1.0,30,5,252.5,58
0.4,2.0,1.0,30,7,353.5,58
0.4,2.0,1.0,30,10,505.0,58
0.4,2.0,1.5,10,3,136.5,58
0.4,2.0,1.5,10,5,227.5,58
0.4,2.0,1.5,10,7,318.5,58
0.4,2.0,1.5,10,10,455.0,58
0.4,2.0,1.5,15,3,136.5,58
0.4,2.0,1.5,15,5,227.5,58
0.4,2.0,1.5,15,7,318.5,58
0.4,2.0,1.5,15,10,455.0,58
0.4,2.0,1.5,20,3,136.5,58
0.4,2.0,1.5,20,5,227.5,58
0.4,2.0,1.5,20,7,318.5,58
0.4,2.0,1.5,20,10,455.0,58
0.4,2.0,1.5,25,3,136.5,58
0.4,2.0,1.5,25,5,227.5,58
0.4,2.0,1.5,25,7,318.5,58
0.4,2.0,1.5,25,10,455.0,58
0.4,2.0,1.5,30,3,136.5,58
0.4,2.0,1.5,30,5,227.5,58
0.4,2.0,1.5,30,7,318.5,58
0.4,2.0,1.5,30,10,455.0,58
0.4,2.0,2.0,10,3,141.0,58
0.4,2.0,2.0,10,5,235.0,58
0.4,2.0,2.0,10,7,329.0,58
0.4,2.0,2.0,10,10,470.0,58
0.4,2.0,2.0,15,3,141.0,58
0.4,2.0,2.0,15,5,235.0,58
0.4,2.0,2.0,15,7,329.0,58
0.4,2.0,2.0,15,10,470.0,58
0.4,2.0,2.0,20,3,141.0,58
0.4,2.0,2.0,20,5,235.0,58
0.4,2.0,2.0,20,7,329.0,58
0.4,2.0,2.0,20,10,470.0,58
0.4,2.0,2.0,25,3,141.0,58
0.4,2.0,2.0,25,5,235.0,58
0.4,2.0,2.0,25,7,329.0,58
0.4,2.0,2.0,25,10,470.0,58
0.4,2.0,2.0,30,3,141.0,58
0.4,2.0,2.0,30,5,235.0,58
0.4,2.0,2.0,30,7,329.0,58
0.4,2.0,2.0,30,10,470.0,58
0.4,2.0,2.5,10,3,136.5,58
0.4,2.0,2.5,10,5,227.5,58
0.4,2.0,2.5,10,7,318.5,58
0.4,2.0,2.5,10,10,455.0,58
0.4,2.0,2.5,15,3,136.5,58
0.4,2.0,2.5,15,5,227.5,58
0.4,2.0,2.5,15,7,318.5,58
0.4,2.0,2.5,15,10,455.0,58
0.4,2.0,2.5,20,3,136.5,58
0.4,2.0,2.5,20,5,227.5,58
0.4,2.0,2.5,20,7,318.5,58
0.4,2.0,2.5,20,10,455.0,58
0.4,2.0,2.5,25,3,136.5,58
0.4,2.0,2.5,25,5,227.5,58
0.4,2.0,2.5,25,7,318.5,58
0.4,2.0,2.5,25,10,455.0,58
0.4,2.0,2.5,30,3,136.5,58
0.4,2.0,2.5,30,5,227.5,58
0.4,2.0,2.5,30,7,318.5,58
0.4,2.0,2.5,30,10,455.0,58
0.4,3.0,0.5,10,3,150.0,58
0.4,3.0,0.5,10,5,250.0,58
0.4,3.0,0.5,10,7,350.0,58
0.4,3.0,0.5,10,10,500.0,58
0.4,3.0,0.5,15,3,150.0,58
0.4,3.0,0.5,15,5,250.0,58
0.4,3.0,0.5,15,7,350.0,58
0.4,3.0,0.5,15,10,500.0,58
0.4,3.0,0.5,20,3,150.0,58
0.4,3.0,0.5,20,5,250.0,58
0.4,3.0,0.5,20,7,350.0,58
0.4,3.0,0.5,20,10,500.0,58
0.4,3.0,0.5,25,3,150.0,58
0.4,3.0,0.5,25,5,250.0,58
0.4,3.0,0.5,25,7,350.0,58
0.4,3.0,0.5,25,10,500.0,58
0.4,3.0,0.5,30,3,150.0,58
0.4,3.0,0.5,30,5,250.0,58
0.4,3.0,0.5,30,7,350.0,58
0.4,3.0,0.5,30,10,500.0,58
0.4,3.0,1.0,10,3,145.5,58
0.4,3.0,1.0,10,5,242.5,58
0.4,3.0,1.0,10,7,339.5,58
0.4,3.0,1.0,10,10,485.0,58
0.4,3.0,1.0,15,3,145.5,58
0.4,3.0,1.0,15,5,242.5,58
0.4,3.0,1.0,15,7,339.5,58
0.4,3.0,1.0,15,10,485.0,58
0.4,3.0,1.0,20,3,145.5,58
0.4,3.0,1.0,20,5,242.5,58
0.4,3.0,1.0,20,7,339.5,58
0.4,3.0,1.0,20,10,485.0,58
0.4,3.0,1.0,25,3,145.5,58
0.4,3.0,1.0,25,5,242.5,58
0.4,3.0,1.0,25,7,339.5,58
0.4,3.0,1.0,25,10,485.0,58
0.4,3.0,1.0,30,3,145.5,58
0.4,3.0,1.0,30,5,242.5,58
0.4,3.0,1.0,30,7,339.5,58
0.4,3.0,1.0,30,10,485.0,58
0.4,3.0,1.5,10,3,124.5,58
0.4,3.0,1.5,10,5,207.5,58
0.4,3.0,1.5,10,7,290.5,58
0.4,3.0,1.5,10,10,415.0,58
0.4,3.0,1.5,15,3,124.5,58
0.4,3.0,1.5,15,5,207.5,58
0.4,3.0,1.5,15,7,290.5,58
0.4,3.0,1.5,15,10,415.0,58
0.4,3.0,1.5,20,3,124.5,58
0.4,3.0,1.5,20,5,207.5,58
0.4,3.0,1.5,20,7,290.5,58
