imbalance_threshold,take_profit,stop_loss,position_limit,order_size,total_pnl,total_trades
0.4,3.0,1.5,20,10,415.0,58
0.4,3.0,1.5,25,3,124.5,58
0.4,3.0,1.5,25,5,207.5,58
0.4,3.0,1.5,25,7,290.5,58
0.4,3.0,1.5,25,10,415.0,58
0.4,3.0,1.5,30,3,124.5,58
0.4,3.0,1.5,30,5,207.5,58
0.4,3.0,1.5,30,7,290.5,58
0.4,3.0,1.5,30,10,415.0,58
0.4,3.0,2.0,10,3,117.0,58
0.4,3.0,2.0,10,5,195.0,58
0.4,3.0,2.0,10,7,273.0,58
0.4,3.0,2.0,10,10,390.0,58
0.4,3.0,2.0,15,3,117.0,58
0.4,3.0,2.0,15,5,195.0,58
0.4,3.0,2.0,15,7,273.0,58
0.4,3.0,2.0,15,10,390.0,58
0.4,3.0,2.0,20,3,117.0,58
0.4,3.0,2.0,20,5,195.0,58
0.4,3.0,2.0,20,7,273.0,58
0.4,3.0,2.0,20,10,390.0,58
0.4,3.0,2.0,25,3,117.0,58
0.4,3.0,2.0,25,5,195.0,58
0.4,3.0,2.0,25,7,273.0,58
0.4,3.0,2.0,25,10,390.0,58
0.4,3.0,2.0,30,3,117.0,58
0.4,3.0,2.0,30,5,195.0,58
0.4,3.0,2.0,30,7,273.0,58
0.4,3.0,2.0,30,10,390.0,58
0.4,3.0,2.5,10,3,127.5,58
0.4,3.0,2.5,10,5,212.5,58
0.4,3.0,2.5,10,7,297.5,58
0.4,3.0,2.5,10,10,425.0,58
0.4,3.0,2.5,15,3,127.5,58
0.4,3.0,2.5,15,5,212.5,58
0.4,3.0,2.5,15,7,297.5,58
0.4,3.0,2.5,15,10,425.0,58
0.4,3.0,2.5,20,3,127.5,58
0.4,3.0,2.5,20,5,212.5,58
0.4,3.0,2.5,20,7,297.5,58
0.4,3.0,2.5,20,10,425.0,58
0.4,3.0,2.5,25,3,127.5,58
0.4,3.0,2.5,25,5,212.5,58
0.4,3.0,2.5,25,7,297.5,58
0.4,3.0,2.5,25,10,425.0,58
0.4,3.0,2.5,30,3,127.5,58
0.4,3.0,2.5,30,5,212.5,58
0.4,3.0,2.5,30,7,297.5,58
0.4,3.0,2.5,30,10,425.0,58
0.4,4.0,0.5,10,3,126.0,56
0.4,4.0,0.5,10,5,210.0,56
0.4,4.0,0.5,10,7,294.0,56
0.4,4.0,0.5,10,10,420.0,56
0.4,4.0,0.5,15,3,126.0,56
0.4,4.0,0.5,15,5,210.0,56
0.4,4.0,0.5,15,7,294.0,56
0.4,4.0,0.5,15,10,420.0,56
0.4,4.0,0.5,20,3,126.0,56
0.4,4.0,0.5,20,5,210.0,56
0.4,4.0,0.5,20,7,294.0,56
0.4,4.0,0.5,20,10,420.0,56
0.4,4.0,0.5,25,3,126.0,56
0.4,4.0,0.5,25,5,210.0,56
0.4,4.0,0.5,25,7,294.0,56
0.4,4.0,0.5,25,10,420.0,56
0.4,4.0,0.5,30,3,126.0,56
0.4,4.0,0.5,30,5,210.0,56
0.4,4.0,0.5,30,7,294.0,56
0.4,4.0,0.5,30,10,420.0,56
0.4,4.0,1.0,10,3,136.5,56
0.4,4.0,1.0,10,5,227.5,56
0.4,4.0,1.0,10,7,318.5,56
0.4,4.0,1.0,10,10,455.0,56
0.4,4.0,1.0,15,3,136.5,56
0.4,4.0,1.0,15,5,227.5,56
0.4,4.0,1.0,15,7,318.5,56
0.4,4.0,1.0,15,10,455.0,56
0.4,4.0,1.0,20,3,136.5,56
0.4,4.0,1.0,20,5,227.5,56
0.4,4.0,1.0,20,7,318.5,56
0.4,4.0,1.0,20,10,455.0,56
0.4,4.0,1.0,25,3,136.5,56
0.4,4.0,1.0,25,5,227.5,56
0.4,4.0,1.0,25,7,318.5,56
0.4,4.0,1.0,25,10,455.0,56
0.4,4.0,1.0,30,3,136.5,56
0.4,4.0,1.0,30,5,227.5,56
0.4,4.0,1.0,30,7,318.5,56
0.4,4.0,1.0,30,10,455.0,56
0.4,4.0,1.5,10,3,103.5,56
0.4,4.0,1.5,10,5,172.5,56
0.4,4.0,1.5,10,7,241.5,56
0.4,4.0,1.5,10,10,345.0,56
0.4,4.0,1.5,15,3,103.5,56
0.4,4.0,1.5,15,5,172.5,56
0.4,4.0,1.5,15,7,241.5,56
0.4,4.0,1.5,15,10,345.0,56
0.4,4.0,1.5,20,3,103.5,56
0.4,4.0,1.5,20,5,172.5,56
0.4,4.0,1.5,20,7,241.5,56
0.4,4.0,1.5,20,10,345.0,56
0.4,4.0,1.5,25,3,103.5,56
0.4,4.0,1.5,25,5,172.5,56
0.4,4.0,1.5,25,7,241.5,56
0.4,4.0,1.5,25,10,345.0,56
0.4,4.0,1.5,30,3,103.5,56
0.4,4.0,1.5,30,5,172.5,56
0.4,4.0,1.5,30,7,241.5,56
0.4,4.0,1.5,30,10,345.0,56
0.4,4.0,2.0,10,3,76.5,56
0.4,4.0,2.0,10,5,127.5,56
0.4,4.0,2.0,10,7,178.5,56
0.4,4.0,2.0,10,10,255.0,56
0.4,4.0,2.0,15,3,76.5,56
0.4,4.0,2.0,15,5,127.5,56
0.4,4.0,2.0,15,7,178.5,56
0.4,4.0,2.0,15,10,255.0,56
0.4,4.0,2.0,20,3,76.5,56
0.4,4.0,2.0,20,5,127.5,56
0.4,4.0,2.0,20,7,178.5,56
0.4,4.0,2.0,20,10,255.0,56
0.4,4.0,2.0,25,3,76.5,56
0.4,4.0,2.0,25,5,127.5,56
0.4,4.0,2.0,25,7,178.5,56
0.4,4.0,2.0,25,10,255.0,56
0.4,4.0,2.0,30,3,76.5,56
0.4,4.0,2.0,30,5,127.5,56
0.4,4.0,2.0,30,7,178.5,56
0.4,4.0,2.0,30,10,255.0,56
0.4,4.0,2.5,10,3,54.0,56
0.4,4.0,2.5,10,5,90.0,56
0.4,4.0,2.5,10,7,126.0,56
0.4,4.0,2.5,10,10,180.0,56
0.4,4.0,2.5,15,3,54.0,56
0.4,4.0,2.5,15,5,90.0,56
0.4,4.0,2.5,15,7,126.0,56
0.4,4.0,2.5,15,10,180.0,56
0.4,4.0,2.5,20,3,54.0,56
0.4,4.0,2.5,20,5,90.0,56
0.4,4.0,2.5,20,7,126.0,56
0.4,4.0,2.5,20,10,180.0,56
0.4,4.0,2.5,25,3,54.0,56
0.4,4.0,2.5,25,5,90.0,56
0.4,4.0,2.5,25,7,126.0,56
0.4,4.0,2.5,25,10,180.0,56
0.4,4.0,2.5,30,3,54.0,56
0.4,4.0,2.5,30,5,90.0,56
0.4,4.0,2.5,30,7,126.0,56
0.4,4.0,2.5,30,10,180.0,56
0.4,5.0,0.5,10,3,156.0,54
0.4,5.0,0.5,10,5,260.0,54
0.4,5.0,0.5,10,7,364.0,54
0.4,5.0,0.5,10,10,520.0,54
0.4,5.0,0.5,15,3,156.0,54
0.4,5.0,0.5,15,5,260.0,54
0.4,5.0,0.5,15,7,364.0,54
0.4,5.0,0.5,15,10,520.0,54
0.4,5.0,0.5,20,3,156.0,54
0.4,5.0,0.5,20,5,260.0,54
0.4,5.0,0.5,20,7,364.0,54
0.4,5.0,0.5,20,10,520.0,54
0.4,5.0,0.5,25,3,156.0,54
0.4,5.0,0.5,25,5,260.0,54
0.4,5.0,0.5,25,7,364.0,54
0.4,5.0,0.5,25,10,520.0,54
0.4,5.0,0.5,30,3,156.0,54
0.4,5.0,0.5,30,5,260.0,54
0.4,5.0,0.5,30,7,364.0,54
0.4,5.0,0.5,30,10,520.0,54
0.4,5.0,1.0,10,3,166.5,54
0.4,5.0,1.0,10,5,277.5,54
0.4,5.0,1.0,10,7,388.5,54
0.4,5.0,1.0,10,10,555.0,54
0.4,5.0,1.0,15,3,166.5,54
0.4,5.0,1.0,15,5,277.5,54
0.4,5.0,1.0,15,7,388.5,54
0.4,5.0,1.0,15,10,555.0,54
0.4,5.0,1.0,20,3,166.5,54
0.4,5.0,1.0,20,5,277.5,54
0.4,5.0,1.0,20,7,388.5,54
0.4,5.0,1.0,20,10,555.0,54
0.4,5.0,1.0,25,3,166.5,54
0.4,5.0,1.0,25,5,277.5,54
0.4,5.0,1.0,25,7,388.5,54
0.4,5.0,1.0,25,10,555.0,54
0.4,5.0,1.0,30,3,166.5,54
0.4,5.0,1.0,30,5,277.5,54
0.4,5.0,1.0,30,7,388.5,54
0.4,5.0,1.0,30,10,555.0,54
0.4,5.0,1.5,10,3,132.0,54
0.4,5.0,1.5,10,5,220.0,54
0.4,5.0,1.5,10,7,308.0,54
0.4,5.0,1.5,10,10,440.0,54
0.4,5.0,1.5,15,3,132.0,54
0.4,5.0,1.5,15,5,220.0,54
0.4,5.0,1.5,15,7,308.0,54
0.4,5.0,1.5,15,10,440.0,54
0.4,5.0,1.5,20,3,132.0,54
0.4,5.0,1.5,20,5,220.0,54
0.4,5.0,1.5,20,7,308.0,54
0.4,5.0,1.5,20,10,440.0,54
0.4,5.0,1.5,25,3,132.0,54
0.4,5.0,1.5,25,5,220.0,54
0.4,5.0,1.5,25,7,308.0,54
0.4,5.0,1.5,25,10,440.0,54
0.4,5.0,1.5,30,3,132.0,54
0.4,5.0,1.5,30,5,220.0,54
0.4,5.0,1.5,30,7,308.0,54
0.4,5.0,1.5,30,10,440.0,54
0.4,5.0,2.0,10,3,103.5,54
0.4,5.0,2.0,10,5,172.5,54
0.4,5.0,2.0,10,7,241.5,54
0.4,5.0,2.0,10,10,345.0,54
0.4,5.0,2.0,15,3,103.5,54
0.4,5.0,2.0,15,5,172.5,54
0.4,5.0,2.0,15,7,241.5,54
0.4,5.0,2.0,15,10,345.0,54
0.4,5.0,2.0,20,3,103.5,54
0.4,5.0,2.0,20,5,172.5,54
0.4,5.0,2.0,20,7,241.5,54
0.4,5.0,2.0,20,10,345.0,54
0.4,5.0,2.0,25,3,103.5,54
0.4,5.0,2.0,25,5,172.5,54
0.4,5.0,2.0,25,7,241.5,54
0.4,5.0,2.0,25,10,345.0,54
0.4,5.0,2.0,30,3,103.5,54
0.4,5.0,2.0,30,5,172.5,54
0.4,5.0,2.0,30,7,241.5,54
0.4,5.0,2.0,30,10,345.0,54
0.4,5.0,2.5,10,3,84.0,54
0.4,5.0,2.5,10,5,140.0,54
0.4,5.0,2.5,10,7,196.0,54
0.4,5.0,2.5,10,10,280.0,54
0.4,5.0,2.5,15,3,84.0,54
0.4,5.0,2.5,15,5,140.0,54
0.4,5.0,2.5,15,7,196.0,54
0.4,5.0,2.5,15,10,280.0,54
0.4,5.0,2.5,20,3,84.0,54
0.4,5.0,2.5,20,5,140.0,54
0.4,5.0,2.5,20,7,196.0,54
0.4,5.0,2.5,20,10,280.0,54
0.4,5.0,2.5,25,3,84.0,54
0.4,5.0,2.5,25,5,140.0,54
0.4,5.0,2.5,25,7,196.0,54
0.4,5.0,2.5,25,10,280.0,54
0.4,5.0,2.5,30,3,84.0,54
0.4,5.0,2.5,30,5,140.0,54
0.4,5.0,2.5,30,7,196.0,54
0.4,5.0,2.5,30,10,280.0,54
0.5,1.0,0.5,10,3,99.0,36
0.5,1.0,0.5,10,5,165.0,36
0.5,1.0,0.5,10,7,231.0,36
0.5,1.0,0.5,10,10,330.0,36
0.5,1.0,0.5,15,3,99.0,36
0.5,1.0,0.5,15,5,165.0,36
0.5,1.0,0.5,15,7,231.0,36
0.5,1.0,0.5,15,10,330.0,36
0.5,1.0,0.5,20,3,99.0,36
0.5,1.0,0.5,20,5,165.0,36
0.5,1.0,0.5,20,7,231.0,36
0.5,1.0,0.5,20,10,330.0,36
0.5,1.0,0.5,25,3,99.0,36
0.5,1.0,0.5,25,5,165.0,36
0.5,1.0,0.5,25,7,231.0,36
0.5,1.0,0.5,25,10,330.0,36
0.5,1.0,0.5,30,3,99.0,36
0.5,1.0,0.5,30,5,165.0,36
0.5,1.0,0.5,30,7,231.0,36
0.5,1.0,0.5,30,10,330.0,36
0.5,1.0,1.0,10,3,96.0,36
0.5,1.0,1.0,10,5,160.0,36
0.5,1.0,1.0,10,7,224.0,36
0.5,1.0,1.0,10,10,320.0,36
0.5,1.0,1.0,15,3,96.0,36
0.5,1.0,1.0,15,5,160.0,36
0.5,1.0,1.0,15,7,224.0,36
0.5,1.0,1.0,15,10,320.0,36
0.5,1.0,1.0,20,3,96.0,36
0.5,1.0,1.0,20,5,160.0,36
0.5,1.0,1.0,20,7,224.0,36
0.5,1.0,1.0,20,10,320.0,36
0.5,1.0,1.0,25,3,96.0,36
0.5,1.0,1.0,25,5,160.0,36
0.5,1.0,1.0,25,7,224.0,36
0.5,1.0,1.0,25,10,320.0,36
0.5,1.0,1.0,30,3,96.0,36
0.5,1.0,1.0,30,5,160.0,36
0.5,1.0,1.0,30,7,224.0,36
0.5,1.0,1.0,30,10,320.0,36
0.5,1.0,1.5,10,3,94.5,36
0.5,1.0,1.5,10,5,157.5,36
0.5,1.0,1.5,10,7,220.5,36
0.5,1.0,1.5,10,10,315.0,36
0.5,1.0,1.5,15,3,94.5,36
0.5,1.0,1.5,15,5,157.5,36
0.5,1.0,1.5,15,7,220.5,36
0.5,1.0,1.5,15,10,315.0,36
0.5,1.0,1.5,20,3,94.5,36
0.5,1.0,1.5,20,5,157.5,36
0.5,1.0,1.5,20,7,220.5,36
0.5,1.0,1.5,20,10,315.0,36
0.5,1.0,1.5,25,3,94.5,36
0.5,1.0,1.5,25,5,157.5,36
0.5,1.0,1.5,25,7,220.5,36
0.5,1.0,1.5,25,10,315.0,36
0.5,1.0,1.5,30,3,94.5,36
0.5,1.0,1.5,30,5,157.5,36
0.5,1.0,1.5,30,7,220.5,36
0.5,1.0,1.5,30,10,315.0,36
0.5,1.0,2.0,10,3,88.5,36
0.5,1.0,2.0,10,5,147.5,36
0.5,1.0,2.0,10,7,206.5,36
0.5,1.0,2.0,10,10,295.0,36
0.5,1.0,2.0,15,3,88.5,36
0.5,1.0,2.0,15,5,147.5,36
0.5,1.0,2.0,15,7,206.5,36
0.5,1.0,2.0,15,10,295.0,36
0.5,1.0,2.0,20,3,88.5,36
0.5,1.0,2.0,20,5,147.5,36
0.5,1.0,2.0,20,7,206.5,36
0.5,1.0,2.0,20,10,295.0,36
0.5,1.0,2.0,25,3,88.5,36
0.5,1.0,2.0,25,5,147.5,36
0.5,1.0,2.0,25,7,206.5,36
0.5,1.0,2.0,25,10,295.0,36
0.5,1.0,2.0,30,3,88.5,36
0.5,1.0,2.0,30,5,147.5,36
0.5,1.0,2.0,30,7,206.5,36
0.5,1.0,2.0,30,10,295.0,36
0.5,1.0,2.5,10,3,88.5,36
0.5,1.0,2.5,10,5,147.5,36
0.5,1.0,2.5,10,7,206.5,36
0.5,1.0,2.5,10,10,295.0,36
0.5,1.0,2.5,15,3,88.5,36
0.5,1.0,2.5,15,5,147.5,36
0.5,1.0,2.5,15,7,206.5,36
0.5,1.0,2.5,15,10,295.0,36
0.5,1.0,2.5,20,3,88.5,36
0.5,1.0,2.5,20,5,147.5,36
0.5,1.0,2.5,20,7,206.5,36
0.5,1.0,2.5,20,10,295.0,36
0.5,1.0,2.5,25,3,88.5,36
0.5,1.0,2.5,25,5,147.5,36
0.5,1.0,2.5,25,7,206.5,36
0.5,1.0,2.5,25,10,295.0,36
0.5,1.0,2.5,30,3,88.5,36
0.5,1.0,2.5,30,5,147.5,36
0.5,1.0,2.5,30,7,206.5,36
0.5,1.0,2.5,30,10,295.0,36
0.5,2.0,0.5,10,3,117.0,36
0.5,2.0,0.5,10,5,195.0,36
0.5,2.0,0.5,10,7,273.0,36
0.5,2.0,0.5,10,10,390.0,36
0.5,2.0,0.5,15,3,117.0,36
0.5,2.0,0.5,15,5,195.0,36
0.5,2.0,0.5,15,7,273.0,36
0.5,2.0,0.5,15,10,390.0,36
0.5,2.0,0.5,20,3,117.0,36
0.5,2.0,0.5,20,5,195.0,36
0.5,2.0,0.5,20,7,273.0,36
0.5,2.0,0.5,20,10,390.0,36
0.5,2.0,0.5,25,3,117.0,36
0.5,2.0,0.5,25,5,195.0,36
0.5,2.0,0.5,25,7,273.0,36
0.5,2.0,0.5,25,10,390.0,36
0.5,2.0,0.5,30,3,117.0,36
0.5,2.0,0.5,30,5,195.0,36
0.5,2.0,0.5,30,7,273.0,36
0.5,2.0,0.5,30,10,390.0,36
0.5,2.0,1.0,10,3,114.0,36
0.5,2.0,1.0,10,5,190.0,36
0.5,2.0,1.0,10,7,266.0,36
0.5,2.0,1.0,10,10,380.0,36
0.5,2.0,1.0,15,3,114.0,36
0.5,2.0,1.0,15,5,190.0,36
0.5,2.0,1.0,15,7,266.0,36
0.5,2.0,1.0,15,10,380.0,36
0.5,2.0,1.0,20,3,114.0,36
0.5,2.0,1.0,20,5,190.0,36
0.5,2.0,1.0,20,7,266.0,36
0.5,2.0,1.0,20,10,380.0,36
0.5,2.0,1.0,25,3,114.0,36
0.5,2.0,1.0,25,5,190.0,36
0.5,2.0,1.0,25,7,266.0,36
0.5,2.0,1.0,25,10,380.0,36
0.5,2.0,1.0,30,3,114.0,36
0.5,2.0,1.0,30,5,190.0,36
0.5,2.0,1.0,30,7,266.0,36
0.5,2.0,1.0,30,10,380.0,36
0.5,2.0,1.5,10,3,112.5,36
0.5,2.0,1.5,10,5,187.5,36
0.5,2.0,1.5,10,7,262.5,36
0.5,2.0,1.5,10,10,375.0,36
0.5,2.0,1.5,15,3,112.5,36
0.5,2.0,1.5,15,5,187.5,36
0.5,2.0,1.5,15,7,262.5,36
0.5,2.0,1.5,15,10,375.0,36
0.5,2.0,1.5,20,3,112.5,36
0.5,2.0,1.5,20,5,187.5,36
0.5,2.0,1.5,20,7,262.5,36
0.5,2.0,1.5,20,10,375.0,36
0.5,2.0,1.5,25,3,112.5,36
0.5,2.0,1.5,25,5,187.5,36
0.5,2.0,1.5,25,7,262.5,36
0.5,2.0,1.5,25,10,375.0,36
0.5,2.0,1.5,30,3,112.5,36
0.5,2.0,1.5,30,5,187.5,36
0.5,2.0,1.5,30,7,262.5,36
0.5,2.0,1.5,30,10,375.0,36
0.5,2.0,2.0,10,3,106.5,36
0.5,2.0,2.0,10,5,177.5,36
0.5,2.0,2.0,10,7,248.5,36
0.5,2.0,2.0,10,10,355.0,36
0.5,2.0,2.0,15,3,106.5,36
0.5,2.0,2.0,15,5,177.5,36
0.5,2.0,2.0,15,7,248.5,36
0.5,2.0,2.0,15,10,355.0,36
0.5,2.0,2.0,20,3,106.5,36
0.5,2.0,2.0,20,5,177.5,36
0.5,2.0,2.0,20,7,248.5,36
0.5,2.0,2.0,20,10,355.0,36
0.5,2.0,2.0,25,3,106.5,36
0.5,2.0,2.0,25,5,177.5,36
0.5,2.0,2.0,25,7,248.5,36
0.5,2.0,2.0,25,10,355.0,36
0.5,2.0,2.0,30,3,106.5,36
0.5,2.0,2.0,30,5,177.5,36
0.5,2.0,2.0,30,7,248.5,36
0.5,2.0,2.0,30,10,355.0,36
0.5,2.0,2.5,10,3,106.5,36
0.5,2.0,2.5,10,5,177.5,36
0.5,2.0,2.5,10,7,248.5,36
0.5,2.0,2.5,10,10,355.0,36
0.5,2.0,2.5,15,3,106.5,36
0.5,2.0,2.5,15,5,177.5,36
0.5,2.0,2.5,15,7,248.5,36
0.5,2.0,2.5,15,10,355.0,36
0.5,2.0,2.5,20,3,106.5,36
0.5,2.0,2.5,20,5,177.5,36
0.5,2.0,2.5,20,7,248.5,36
0.5,2.0,2.5,20,10,355.0,36
0.5,2.0,2.5,25,3,106.5,36
0.5,2.0,2.5,25,5,177.5,36
0.5,2.0,2.5,25,7,248.5,36
0.5,2.0,2.5,25,10,355.0,36
0.5,2.0,2.5,30,3,106.5,36
0.5,2.0,2.5,30,5,177.5,36
0.5,2.0,2.5,30,7,248.5,36
0.5,2.0,2.5,30,10,355.0,36
0.5,3.0,0.5,10,3,129.0,36
0.5,3.0,0.5,10,5,215.0,36
0.5,3.0,0.5,10,7,301.0,36
0.5,3.0,0.5,10,10,430.0,36
0.5,3.0,0.5,15,3,129.0,36
0.5,3.0,0.5,15,5,215.0,36
0.5,3.0,0.5,15,7,301.0,36
0.5,3.0,0.5,15,10,430.0,36
0.5,3.0,0.5,20,3,129.0,36
0.5,3.0,0.5,20,5,215.0,36
0.5,3.0,0.5,20,7,301.0,36
0.5,3.0,0.5,20,10,430.0,36
0.5,3.0,0.5,25,3,129.0,36
0.5,3.0,0.5,25,5,215.0,36
0.5,3.0,0.5,25,7,301.0,36
0.5,3.0,0.5,25,10,430.0,36
0.5,3.0,0.5,30,3,129.0,36
0.5,3.0,0.5,30,5,215.0,36
0.5,3.0,0.5,30,7,301.0,36
0.5,3.0,0.5,30,10,430.0,36
0.5,3.0,1.0,10,3,126.0,36
0.5,3.0,1.0,10,5,210.0,36
0.5,3.0,1.0,10,7,294.0,36
0.5,3.0,1.0,10,10,420.0,36
0.5,3.0,1.0,15,3,126.0,36
0.5,3.0,1.0,15,5,210.0,36
0.5,3.0,1.0,15,7,294.0,36
0.5,3.0,1.0,15,10,420.0,36
0.5,3.0,1.0,20,3,126.0,36
0.5,3.0,1.0,20,5,210.0,36
0.5,3.0,1.0,20,7,294.0,36
0.5,3.0,1.0,20,10,420.0,36
0.5,3.0,1.0,25,3,126.0,36
0.5,3.0,1.0,25,5,210.0,36
0.5,3.0,1.0,25,7,294.0,36
0.5,3.0,1.0,25,10,420.0,36
0.5,3.0,1.0,30,3,126.0,36
0.5,3.0,1.0,30,5,210.0,36
0.5,3.0,1.0,30,7,294.0,36
0.5,3.0,1.0,30,10,420.0,36
0.5,3.0,1.5,10,3,124.5,36
0.5,3.0,1.5,10,5,207.5,36
0.5,3.0,1.5,10,7,290.5,36
0.5,3.0,1.5,10,10,415.0,36
0.5,3.0,1.5,15,3,124.5,36
0.5,3.0,1.5,15,5,207.5,36
0.5,3.0,1.5,15,7,290.5,36
0.5,3.0,1.5,15,10,415.0,36
0.5,3.0,1.5,20,3,124.5,36
0.5,3.0,1.5,20,5,207.5,36
0.5,3.0,1.5,20,7,290.5,36
0.5,3.0,1.5,20,10,415.0,36
0.5,3.0,1.5,25,3,124.5,36
0.5,3.0,1.5,25,5,207.5,36
0.5,3.0,1.5,25,7,290.5,36
0.5,3.0,1.5,25,10,415.0,36
0.5,3.0,1.5,30,3,124.5,36
0.5,3.0,1.5,30,5,207.5,36
0.5,3.0,1.5,30,7,290.5,36
0.5,3.0,1.5,30,10,415.0,36
0.5,3.0,2.0,10,3,102.0,36
0.5,3.0,2.0,10,5,170.0,36
0.5,3.0,2.0,10,7,238.0,36
0.5,3.0,2.0,10,10,340.0,36
0.5,3.0,2.0,15,3,102.0,36
0.5,3.0,2.0,15,5,170.0,36
0.5,3.0,2.0,15,7,238.0,36
0.5,3.0,2.0,15,10,340.0,36
0.5,3.0,2.0,20,3,102.0,36
0.5,3.0,2.0,20,5,170.0,36
0.5,3.0,2.0,20,7,238.0,36
0.5,3.0,2.0,20,10,340.0,36
0.5,3.0,2.0,25,3,102.0,36
0.5,3.0,2.0,25,5,170.0,36
0.5,3.0,2.0,25,7,238.0,36
0.5,3.0,2.0,25,10,340.0,36
0.5,3.0,2.0,30,3,102.0,36
0.5,3.0,2.0,30,5,170.0,36
0.5,3.0,2.0,30,7,238.0,36
0.5,3.0,2.0,30,10,340.0,36
0.5,3.0,2.5,10,3,102.0,36
0.5,3.0,2.5,10,5,170.0,36
0.5,3.0,2.5,10,7,238.0,36
0.5,3.0,2.5,10,10,340.0,36
0.5,3.0,2.5,15,3,102.0,36
0.5,3.0,2.5,15,5,170.0,36
0.5,3.0,2.5,15,7,238.0,36
0.5,3.0,2.5,15,10,340.0,36
0.5,3.0,2.5,20,3,102.0,36
0.5,3.0,2.5,20,5,170.0,36
0.5,3.0,2.5,20,7,238.0,36
0.5,3.0,2.5,20,10,340.0,36
0.5,3.0,2.5,25,3,102.0,36
0.5,3.0,2.5,25,5,170.0,36
0.5,3.0,2.5,25,7,238.0,36
0.5,3.0,2.5,25,10,340.0,36
0.5,3.0,2.5,30,3,102.0,36
0.5,3.0,2.5,30,5,170.0,36
0.5,3.0,2.5,30,7,238.0,36
0.5,3.0,2.5,30,10,340.0,36
0.5,4.0,0.5,10,3,111.0,36
0.5,4.0,0.5,10,5,185.0,36
0.5,4.0,0.5,10,7,259.0,36
0.5,4.0,0.5,10,10,370.0,36
0.5,4.0,0.5,15,3,111.0,36
0.5,4.0,0.5,15,5,185.0,36
0.5,4.0,0.5,15,7,259.0,36
0.5,4.0,0.5,15,10,370.0,36
0.5,4.0,0.5,20,3,111.0,36
0.5,4.0,0.5,20,5,185.0,36
0.5,4.0,0.5,20,7,259.0,36
0.5,4.0,0.5,20,10,370.0,36
0.5,4.0,0.5,25,3,111.0,36
0.5,4.0,0.5,25,5,185.0,36
0.5,4.0,0.5,25,7,259.0,36
0.5,4.0,0.5,25,10,370.0,36
0.5,4.0,0.5,30,3,111.0,36
0.5,4.0,0.5,30,5,185.0,36
0.5,4.0,0.5,30,7,259.0,36
0.5,4.0,0.5,30,10,370.0,36
0.5,4.0,1.0,10,3,106.5,36
0.5,4.0,1.0,10,5,177.5,36
0.5,4.0,1.0,10,7,248.5,36
0.5,4.0,1.0,10,10,355.0,36
0.5,4.0,1.0,15,3,106.5,36
0.5,4.0,1.0,15,5,177.5,36
0.5,4.0,1.0,15,7,248.5,36
0.5,4.0,1.0,15,10,355.0,36
0.5,4.0,1.0,20,3,106.5,36
0.5,4.0,1.0,20,5,177.5,36
0.5,4.0,1.0,20,7,248.5,36
0.5,4.0,1.0,20,10,355.0,36
0.5,4.0,1.0,25,3,106.5,36
0.5,4.0,1.0,25,5,177.5,36
0.5,4.0,1.0,25,7,248.5,36
0.5,4.0,1.0,25,10,355.0,36
0.5,4.0,1.0,30,3,106.5,36
0.5,4.0,1.0,30,5,177.5,36
0.5,4.0,1.0,30,7,248.5,36
0.5,4.0,1.0,30,10,355.0,36
0.5,4.0,1.5,10,3,93.0,36
0.5,4.0,1.5,10,5,155.0,36
0.5,4.0,1.5,10,7,217.0,36
0.5,4.0,1.5,10,10,310.0,36
0.5,4.0,1.5,15,3,93.0,36
0.5,4.0,1.5,15,5,155.0,36
0.5,4.0,1.5,15,7,217.0,36
0.5,4.0,1.5,15,10,310.0,36
0.5,4.0,1.5,20,3,93.0,36
0.5,4.0,1.5,20,5,155.0,36
0.5,4.0,1.5,20,7,217.0,36
0.5,4.0,1.5,20,10,310.0,36
0.5,4.0,1.5,25,3,93.0,36
0.5,4.0,1.5,25,5,155.0,36
0.5,4.0,1.5,25,7,217.0,36
0.5,4.0,1.5,25,10,310.0,36
0.5,4.0,1.5,30,3,93.0,36
0.5,4.0,1.5,30,5,155.0,36
0.5,4.0,1.5,30,7,217.0,36
0.5,4.0,1.5,30,10,310.0,36
0.5,4.0,2.0,10,3,67.5,36
0.5,4.0,2.0,10,5,112.5,36
0.5,4.0,2.0,10,7,157.5,36
0.5,4.0,2.0,10,10,225.0,36
0.5,4.0,2.0,15,3,67.5,36
0.5,4.0,2.0,15,5,112.5,36
0.5,4.0,2.0,15,7,157.5,36
0.5,4.0,2.0,15,10,225.0,36
0.5,4.0,2.0,20,3,67.5,36
0.5,4.0,2.0,20,5,112.5,36
0.5,4.0,2.0,20,7,157.5,36
0.5,4.0,2.0,20,10,225.0,36
0.5,4.0,2.0,25,3,67.5,36
0.5,4.0,2.0,25,5,112.5,36
0.5,4.0,2.0,25,7,157.5,36
0.5,4.0,2.0,25,10,225.0,36
0.5,4.0,2.0,30,3,67.5,36
0.5,4.0,2.0,30,5,112.5,36
0.5,4.0,2.0,30,7,157.5,36
0.5,4.0,2.0,30,10,225.0,36
0.5,4.0,2.5,10,3,57.0,36
0.5,4.0,2.5,10,5,95.0,36
0.5,4.0,2.5,10,7,133.0,36
0.5,4.0,2.5,10,10,190.0,36
0.5,4.0,2.5,15,3,57.0,36
